v1	v2
"an"	"FunctionWords"
"another"	"FunctionWords"
"any"	"FunctionWords"
"anyone"	"FunctionWords"
"anything"	"FunctionWords"
"applicable"	"FunctionWords"
"applicable To"	"FunctionWords"
"applicable to"	"FunctionWords"
"are"	"FunctionWords"
"around"	"FunctionWords"
"as"	"FunctionWords"
"as follows"	"FunctionWords"
"as of"	"FunctionWords"
"as to"	"FunctionWords"
"aside"	"FunctionWords"
"asides"	"FunctionWords"
"at"	"FunctionWords"
"away from"	"FunctionWords"
"bar"	"FunctionWords"
"bars"	"FunctionWords"
"be"	"FunctionWords"
"be able to"	"FunctionWords"
"behind"	"FunctionWords"
"below"	"FunctionWords"
"between"	"FunctionWords"
"beyond"	"FunctionWords"
"both"	"FunctionWords"
"by"	"FunctionWords"
"by virtue of"	"FunctionWords"
"can"	"FunctionWords"
"certain"	"FunctionWords"
"could"	"FunctionWords"
"does not"	"FunctionWords"
"down"	"FunctionWords"
"during"	"FunctionWords"
"each"	"FunctionWords"
"each other"	"FunctionWords"
"etc"	"FunctionWords"
"every"	"FunctionWords"
"except"	"FunctionWords"
"except for"	"FunctionWords"
"excepting"	"FunctionWords"
"excluding"	"FunctionWords"
"failing"	"FunctionWords"
"fewer"	"FunctionWords"
"following"	"FunctionWords"
"follows"	"FunctionWords"
"for"	"FunctionWords"
"for All"	"FunctionWords"
"for all"	"FunctionWords"
"from"	"FunctionWords"
"general"	"FunctionWords"
"generally"	"FunctionWords"
"generals"	"FunctionWords"
"given"	"FunctionWords"
"gives"	"FunctionWords"
"giving"	"FunctionWords"
"has"	"FunctionWords"
"have"	"FunctionWords"
"have to"	"FunctionWords"
"having"	"FunctionWords"
"he"	"FunctionWords"
"her"	"FunctionWords"
"him"	"FunctionWords"
"his"	"FunctionWords"
"i"	"FunctionWords"
"in"	"FunctionWords"
"in connection with"	"FunctionWords"
"in general"	"FunctionWords"
"into"	"FunctionWords"
"is"	"FunctionWords"
"itself"	"FunctionWords"
"later"	"FunctionWords"
"less"	"FunctionWords"
"made"	"FunctionWords"
"make"	"FunctionWords"
"makes"	"FunctionWords"
"making"	"FunctionWords"
"many"	"FunctionWords"
"may"	"FunctionWords"
"might"	"FunctionWords"
"mine"	"FunctionWords"
"mines"	"FunctionWords"
"minus"	"FunctionWords"
"more"	"FunctionWords"
"most"	"FunctionWords"
"much"	"FunctionWords"
"must"	"FunctionWords"
"near"	"FunctionWords"
"need to"	"FunctionWords"
"neither"	"FunctionWords"
"no"	"FunctionWords"
"none"	"FunctionWords"
"not"	"FunctionWords"
"nothing"	"FunctionWords"
"numbers of"	"FunctionWords"
"of"	"FunctionWords"
"off"	"FunctionWords"
"on"	"FunctionWords"
"once"	"FunctionWords"
"one"	"FunctionWords"
"one-"	"FunctionWords"
"opposite"	"FunctionWords"
"other"	"FunctionWords"
"other than"	"FunctionWords"
"others"	"FunctionWords"
"our"	"FunctionWords"
"out"	"FunctionWords"
"out of"	"FunctionWords"
"outside"	"FunctionWords"
"over"	"FunctionWords"
"part"	"FunctionWords"
"parts"	"FunctionWords"
"past"	"FunctionWords"
"pending"	"FunctionWords"
"per"	"FunctionWords"
"pertaining to"	"FunctionWords"
"plus"	"FunctionWords"
"pursuant to"	"FunctionWords"
"referred to"	"FunctionWords"
"related"	"FunctionWords"
"relating"	"FunctionWords"
"relating to"	"FunctionWords"
"respecting"	"FunctionWords"
"same"	"FunctionWords"
"saving"	"FunctionWords"
"savings"	"FunctionWords"
"several"	"FunctionWords"
"shall"	"FunctionWords"
"she"	"FunctionWords"
"should"	"FunctionWords"
"similar"	"FunctionWords"
"similar to"	"FunctionWords"
"some"	"FunctionWords"
"such"	"FunctionWords"
"take"	"FunctionWords"
"takes"	"FunctionWords"
"than"	"FunctionWords"
"that"	"FunctionWords"
"the"	"FunctionWords"
"the lack of"	"FunctionWords"
"the majority of"	"FunctionWords"
"the number of"	"FunctionWords"
"the remainder of"	"FunctionWords"
"the whole"	"FunctionWords"
"their"	"FunctionWords"
"them"	"FunctionWords"
"themselves"	"FunctionWords"
"there"	"FunctionWords"
"thereof"	"FunctionWords"
"thereof has been"	"FunctionWords"
"these"	"FunctionWords"
"they"	"FunctionWords"
"this"	"FunctionWords"
"those"	"FunctionWords"
"through"	"FunctionWords"
"throughout"	"FunctionWords"
"to"	"FunctionWords"
"toward"	"FunctionWords"
"two"	"FunctionWords"
"under"	"FunctionWords"
"until"	"FunctionWords"
"up"	"FunctionWords"
"up to"	"FunctionWords"
"upon"	"FunctionWords"
"used To"	"FunctionWords"
"used to"	"FunctionWords"
"various"	"FunctionWords"
"versus"	"FunctionWords"
"via"	"FunctionWords"
"was"	"FunctionWords"
"were"	"FunctionWords"
"what"	"FunctionWords"
"whatever"	"FunctionWords"
"when"	"FunctionWords"
"whenever"	"FunctionWords"
"where"	"FunctionWords"
"wherever"	"FunctionWords"
"whether"	"FunctionWords"
"which"	"FunctionWords"
"whichever"	"FunctionWords"
"who"	"FunctionWords"
"whole"	"FunctionWords"
"whom"	"FunctionWords"
"whose"	"FunctionWords"
"will"	"FunctionWords"
"with"	"FunctionWords"
"within"	"FunctionWords"
"without"	"FunctionWords"
"would"	"FunctionWords"
"(12 u.s.c. 1464(b)(1)(b))"	"LegalReferences"
"(12 u.s.c. 1467a(e)(2))"	"LegalReferences"
"(12 u.s.c. 1467a(m)(3))"	"LegalReferences"
"(12 u.s.c. 1813(q))"	"LegalReferences"
"(12 u.s.c. 1817(j))"	"LegalReferences"
"(12 u.s.c. 1828(g))"	"LegalReferences"
"(12 u.s.c. 1831u(b)(4)(b))"	"LegalReferences"
"(12 u.s.c. 248a)"	"LegalReferences"
"(12 u.s.c. 371a)"	"LegalReferences"
"(12 u.s.c. 371c)"	"LegalReferences"
"(12 u.s.c. 84(b))"	"LegalReferences"
"(15 u.s.c. 80a-1 et seq.)"	"LegalReferences"
"12 USC 1464b1B"	"LegalReferences"
"12 USC 1467ae2"	"LegalReferences"
"12 USC 1467am3"	"LegalReferences"
"12 USC 1813q"	"LegalReferences"
"12 USC 1817j"	"LegalReferences"
"12 USC 1828g"	"LegalReferences"
"12 USC 1831ub4B"	"LegalReferences"
"12 USC 248a"	"LegalReferences"
"12 USC 371a"	"LegalReferences"
"12 USC 371c"	"LegalReferences"
"12 USC 84b"	"LegalReferences"
"12 u.s.c. 1817(j)"	"LegalReferences"
"15 USC 80a-1 et seq"	"LegalReferences"
"1F"	"LegalReferences"
"Abuse Prevention Act"	"LegalReferences"
"Abuse Prevention Act 15 USC 6102"	"LegalReferences"
"Abuse Prevention Act 15 USC 6105"	"LegalReferences"
"Act"	"LegalReferences"
"Act 12 USC 1462"	"LegalReferences"
"Act 12 USC 1467aa1Dii"	"LegalReferences"
"Act 12 USC 1467ab"	"LegalReferences"
"Act 12 USC 1467ab2"	"LegalReferences"
"Act 12 USC 1467ac2"	"LegalReferences"
"Act 12 USC 1467ao"	"LegalReferences"
"Act 12 USC 1468"	"LegalReferences"
"Acts"	"LegalReferences"
"Administrative Procedure Act"	"LegalReferences"
"Administrative Procedures Act"	"LegalReferences"
"Administrative Services Act of 1949 41 USC 251 et seq"	"LegalReferences"
"Advisers Registration Act of 2010"	"LegalReferences"
"Advisory Committee Act"	"LegalReferences"
"Affordable Housing Act"	"LegalReferences"
"Bank Enterprise Act of 1991"	"LegalReferences"
"Bank Products Act of 2000"	"LegalReferences"
"Bank Products Act of 2000 7 USC 27 et seq"	"LegalReferences"
"Bank Products Act of 2000 7 USC 27a"	"LegalReferences"
"Bank Protection Act of 1968"	"LegalReferences"
"Bank Protection Act of 1968 12 USC 1881 et seq"	"LegalReferences"
"Claims Settlement Act"	"LegalReferences"
"Clause i"	"LegalReferences"
"Collection Practices Act 15 USC 1692 et seq"	"LegalReferences"
"Commodity Exchange Act"	"LegalReferences"
"Commodity Exchange Act 7 USC 1 et seq"	"LegalReferences"
"Commodity exchange act"	"LegalReferences"
"Community Development Act of 1974"	"LegalReferences"
"Community Development Act of 1974 42 USC 5302"	"LegalReferences"
"Community Development Act of 1992"	"LegalReferences"
"Community Reinvestment Act of 1977"	"LegalReferences"
"Community Reinvestment Act of 1977 12 USC 2901 et seq"	"LegalReferences"
"Credit Billing Act"	"LegalReferences"
"Credit Opportunity Act"	"LegalReferences"
"Credit Opportunity Act 15 USC 1691 et seq"	"LegalReferences"
"Credit Reporting Act"	"LegalReferences"
"Credit Transactions Act of 2003"	"LegalReferences"
"Credit Union Act 12 USC 1751 et seq"	"LegalReferences"
"Crime Control Act of 1990"	"LegalReferences"
"Deficit Control Act of 1985"	"LegalReferences"
"Deficit Control Act of 1985 2 USC 906h"	"LegalReferences"
"Deposit Insurance Act"	"LegalReferences"
"Deposit Insurance Act 12 USC 1811 et seq"	"LegalReferences"
"Deposit insurance act"	"LegalReferences"
"Disaster Protection Act"	"LegalReferences"
"Disaster Protection Act of 1973"	"LegalReferences"
"Dodd-Frank Wall Street Reform and Consumer Protection Act"	"LegalReferences"
"Economic Opportunity Act of 2000"	"LegalReferences"
"Economic Recovery Act of 2008"	"LegalReferences"
"Economic Recovery Act of 2008 42 USC 5301"	"LegalReferences"
"Education Improvement Act"	"LegalReferences"
"Education Improvement Act 20 USC 9702c1"	"LegalReferences"
"Enhancing Financial Institution Safety and Soundness Act of 2010"	"LegalReferences"
"Equity Protection Act of 1994"	"LegalReferences"
"Examination Council Act of 1978"	"LegalReferences"
"Expand and Preserve Home Ownership Through Counseling Act"	"LegalReferences"
"Fair housing Act"	"LegalReferences"
"Federal Reserve Act"	"LegalReferences"
"Federal Reserve Act 12 USC 221 et seq"	"LegalReferences"
"Federal Reserve Act 12 USC 371"	"LegalReferences"
"Financial Institutions Act of 1994 12 USC 4701 et seq"	"LegalReferences"
"Financial Institutions Act of 1994 12 USC 47025"	"LegalReferences"
"Financial Institutions Act of 2010"	"LegalReferences"
"Financial Privacy Act of 1978"	"LegalReferences"
"Financial Privacy Act of 1978 12 USC 3401 et seq"	"LegalReferences"
"Financial Protection Act of 2010"	"LegalReferences"
"Financial Stability Act of 2010"	"LegalReferences"
"Full Disclosure Act 15 USC 1701 et seq"	"LegalReferences"
"Fund Transfer Act 15 USC 1693 et seq"	"LegalReferences"
"Global Commerce Act"	"LegalReferences"
"Hart-Scott-Rodino"	"LegalReferences"
"Holding Company Act of 1935"	"LegalReferences"
"Holding Company Act of 1956"	"LegalReferences"
"Holding Company Act of 1956 12 USC 1841 et seq"	"LegalReferences"
"Home Owners Loan Act"	"LegalReferences"
"Homeless Assistance Act"	"LegalReferences"
"Housing Enterprises Financial Safety and Soundness Act of 1992"	"LegalReferences"
"Housing Enterprises Financial Safety and Soundness Act of 1992 12 USC 4501 et seq"	"LegalReferences"
"Housing Enterprises Financial Safety and Soundness Act of 1992 12 USC 4519"	"LegalReferences"
"Housing Enterprises Financial Safety and Soundness Act of 1992 12 USC 4617d"	"LegalReferences"
"Insurance Office Act of 2010"	"LegalReferences"
"Investment Advisers Act of 1940"	"LegalReferences"
"Investment Company Act of 1940"	"LegalReferences"
"Investment advisers Act of 1940"	"LegalReferences"
"Investment advisers act of 1940"	"LegalReferences"
"Investor Protection Act"	"LegalReferences"
"Loan Bank Act"	"LegalReferences"
"Management Interlocks Act"	"LegalReferences"
"Management Interlocks Act 12 USC 3201 et seq"	"LegalReferences"
"Moratorium"	"LegalReferences"
"Mortgage Disclosure Act of 1975 12 USC 2801 et seq"	"LegalReferences"
"Mortgage Licensing Act of 2008"	"LegalReferences"
"Mortgage Licensing Act of 2008 12 USC 5101 et seq"	"LegalReferences"
"Mortgage Licensing Act of 2008 12 USC 5102 et seq"	"LegalReferences"
"Mortgage Reform and Anti-Predatory Lending Act"	"LegalReferences"
"National Commerce Act"	"LegalReferences"
"National Commerce Act 15 USC 7001 et seq"	"LegalReferences"
"National Housing Act"	"LegalReferences"
"Owners Loan Act 12 USC 1461 et seq"	"LegalReferences"
"Paragraph 1"	"LegalReferences"
"Paragraph 12"	"LegalReferences"
"Paragraph 2"	"LegalReferences"
"Paragraphs 1 and 2"	"LegalReferences"
"Pay It Back Act"	"LegalReferences"
"Payment Clearing and Settlement Supervision Act of 2010"	"LegalReferences"
"Regulatory Improvements Act of 2010"	"LegalReferences"
"Reinsurance Reform Act of 2010"	"LegalReferences"
"Reinvestment Corporation Act"	"LegalReferences"
"Resident Homeownership Act of 1990 12 USC 4110d2G"	"LegalReferences"
"Revised Statutes of the United States"	"LegalReferences"
"Rural Investment Act of 2002"	"LegalReferences"
"Rural Investment Act of 2002 7 USC 3007"	"LegalReferences"
"Safety Standards Act of 1974 42 USC 5402"	"LegalReferences"
"School Lunch Act 42 USC 1751 et seq"	"LegalReferences"
"Section"	"LegalReferences"
"Section 10"	"LegalReferences"
"Section 101"	"LegalReferences"
"Section 1011"	"LegalReferences"
"Section 102"	"LegalReferences"
"Section 103"	"LegalReferences"
"Section 1032"	"LegalReferences"
"Section 103a"	"LegalReferences"
"Section 103aa"	"LegalReferences"
"Section 103aa2"	"LegalReferences"
"Section 103aa4"	"LegalReferences"
"Section 104a"	"LegalReferences"
"Section 104b1A"	"LegalReferences"
"Section 105"	"LegalReferences"
"Section 105b4B"	"LegalReferences"
"Section 105b5"	"LegalReferences"
"Section 105b5A"	"LegalReferences"
"Section 105c6"	"LegalReferences"
"Section 105c7B"	"LegalReferences"
"Section 106"	"LegalReferences"
"Section 1061b1"	"LegalReferences"
"Section 1061b2"	"LegalReferences"
"Section 1061b3"	"LegalReferences"
"Section 1061b4"	"LegalReferences"
"Section 1061b5"	"LegalReferences"
"Section 1061b6"	"LegalReferences"
"Section 1061b7"	"LegalReferences"
"Section 106a"	"LegalReferences"
"Section 107d3"	"LegalReferences"
"Section 108a"	"LegalReferences"
"Section 109"	"LegalReferences"
"Section 10b"	"LegalReferences"
"Section 10b2"	"LegalReferences"
"Section 10b3"	"LegalReferences"
"Section 10c2"	"LegalReferences"
"Section 10e"	"LegalReferences"
"Section 10e2"	"LegalReferences"
"Section 10g1"	"LegalReferences"
"Section 10o"	"LegalReferences"
"Section 11"	"LegalReferences"
"Section 1103a"	"LegalReferences"
"Section 1104b"	"LegalReferences"
"Section 1106"	"LegalReferences"
"Section 1109a"	"LegalReferences"
"Section 1109b"	"LegalReferences"
"Section 1110"	"LegalReferences"
"Section 1112b"	"LegalReferences"
"Section 1113"	"LegalReferences"
"Section 1116"	"LegalReferences"
"Section 1117"	"LegalReferences"
"Section 1118"	"LegalReferences"
"Section 1119a2"	"LegalReferences"
"Section 1121"	"LegalReferences"
"Section 1122"	"LegalReferences"
"Section 1122d"	"LegalReferences"
"Section 1132"	"LegalReferences"
"Section 11a1"	"LegalReferences"
"Section 11l2"	"LegalReferences"
"Section 12"	"LegalReferences"
"Section 1206a"	"LegalReferences"
"Section 129"	"LegalReferences"
"Section 129c2"	"LegalReferences"
"Section 129e"	"LegalReferences"
"Section 12e2B"	"LegalReferences"
"Section 13"	"LegalReferences"
"Section 130a"	"LegalReferences"
"Section 130e"	"LegalReferences"
"Section 1319"	"LegalReferences"
"Section 13e"	"LegalReferences"
"Section 13f"	"LegalReferences"
"Section 13f1"	"LegalReferences"
"Section 14"	"LegalReferences"
"Section 14a"	"LegalReferences"
"Section 14c"	"LegalReferences"
"Section 14g"	"LegalReferences"
"Section 15"	"LegalReferences"
"Section 15b4"	"LegalReferences"
"Section 15b6A"	"LegalReferences"
"Section 15c3"	"LegalReferences"
"Section 15d"	"LegalReferences"
"Section 16"	"LegalReferences"
"Section 1603"	"LegalReferences"
"Section 1607"	"LegalReferences"
"Section 16a"	"LegalReferences"
"Section 17"	"LegalReferences"
"Section 17a1"	"LegalReferences"
"Section 17e1A"	"LegalReferences"
"Section 17r1"	"LegalReferences"
"Section 18"	"LegalReferences"
"Section 18c"	"LegalReferences"
"Section 18c5"	"LegalReferences"
"Section 18g"	"LegalReferences"
"Section 19"	"LegalReferences"
"Section 19b"	"LegalReferences"
"Section 19b1"	"LegalReferences"
"Section 19b3"	"LegalReferences"
"Section 19h4"	"LegalReferences"
"Section 19i"	"LegalReferences"
"Section 2"	"LegalReferences"
"Section 20"	"LegalReferences"
"Section 202a"	"LegalReferences"
"Section 202a11"	"LegalReferences"
"Section 202a21"	"LegalReferences"
"Section 203f"	"LegalReferences"
"Section 203i1"	"LegalReferences"
"Section 204"	"LegalReferences"
"Section 205"	"LegalReferences"
"Section 206a"	"LegalReferences"
"Section 207k1"	"LegalReferences"
"Section 207k5"	"LegalReferences"
"Section 209e3A"	"LegalReferences"
"Section 20a"	"LegalReferences"
"Section 20d3A"	"LegalReferences"
"Section 21"	"LegalReferences"
"Section 210"	"LegalReferences"
"Section 211"	"LegalReferences"
"Section 214"	"LegalReferences"
"Section 216j"	"LegalReferences"
"Section 21a1"	"LegalReferences"
"Section 22"	"LegalReferences"
"Section 22a"	"LegalReferences"
"Section 22a1"	"LegalReferences"
"Section 22d"	"LegalReferences"
"Section 2301"	"LegalReferences"
"Section 23A"	"LegalReferences"
"Section 24"	"LegalReferences"
"Section 27"	"LegalReferences"
"Section 2a"	"LegalReferences"
"Section 2a1"	"LegalReferences"
"Section 2a9"	"LegalReferences"
"Section 2c"	"LegalReferences"
"Section 2c2"	"LegalReferences"
"Section 2c2A"	"LegalReferences"
"Section 2c2B"	"LegalReferences"
"Section 2o4"	"LegalReferences"
"Section 3"	"LegalReferences"
"Section 30"	"LegalReferences"
"Section 304g2"	"LegalReferences"
"Section 306l2"	"LegalReferences"
"Section 31"	"LegalReferences"
"Section 3114"	"LegalReferences"
"Section 313"	"LegalReferences"
"Section 321a"	"LegalReferences"
"Section 324"	"LegalReferences"
"Section 329"	"LegalReferences"
"Section 35"	"LegalReferences"
"Section 3513"	"LegalReferences"
"Section 36"	"LegalReferences"
"Section 36a"	"LegalReferences"
"Section 3730h"	"LegalReferences"
"Section 38k"	"LegalReferences"
"Section 3a"	"LegalReferences"
"Section 3a6"	"LegalReferences"
"Section 3a62"	"LegalReferences"
"Section 3c"	"LegalReferences"
"Section 3d1A"	"LegalReferences"
"Section 3y3"	"LegalReferences"
"Section 4"	"LegalReferences"
"Section 402"	"LegalReferences"
"Section 403"	"LegalReferences"
"Section 403a"	"LegalReferences"
"Section 404"	"LegalReferences"
"Section 42e3A"	"LegalReferences"
"Section 44"	"LegalReferences"
"Section 4402"	"LegalReferences"
"Section 44b4B"	"LegalReferences"
"Section 48"	"LegalReferences"
"Section 4b"	"LegalReferences"
"Section 4c"	"LegalReferences"
"Section 4c1"	"LegalReferences"
"Section 4d"	"LegalReferences"
"Section 4j2A"	"LegalReferences"
"Section 4k6B"	"LegalReferences"
"Section 4l1"	"LegalReferences"
"Section 4s"	"LegalReferences"
"Section 5"	"LegalReferences"
"Section 507a2"	"LegalReferences"
"Section 513c1"	"LegalReferences"
"Section 513d"	"LegalReferences"
"Section 5154"	"LegalReferences"
"Section 5155g1A"	"LegalReferences"
"Section 5200b"	"LegalReferences"
"Section 5240"	"LegalReferences"
"Section 5314"	"LegalReferences"
"Section 552"	"LegalReferences"
"Section 5a3"	"LegalReferences"
"Section 5b"	"LegalReferences"
"Section 5c"	"LegalReferences"
"Section 5c2"	"LegalReferences"
"Section 5e1"	"LegalReferences"
"Section 5i"	"LegalReferences"
"Section 5u3"	"LegalReferences"
"Section 6"	"LegalReferences"
"Section 603"	"LegalReferences"
"Section 603d1"	"LegalReferences"
"Section 604"	"LegalReferences"
"Section 604a"	"LegalReferences"
"Section 605"	"LegalReferences"
"Section 607"	"LegalReferences"
"Section 609"	"LegalReferences"
"Section 609d"	"LegalReferences"
"Section 6b"	"LegalReferences"
"Section 6c"	"LegalReferences"
"Section 6d"	"LegalReferences"
"Section 6e"	"LegalReferences"
"Section 6f"	"LegalReferences"
"Section 6g"	"LegalReferences"
"Section 6g1A"	"LegalReferences"
"Section 7"	"LegalReferences"
"Section 701b"	"LegalReferences"
"Section 714"	"LegalReferences"
"Section 714d"	"LegalReferences"
"Section 761"	"LegalReferences"
"Section 7a2B"	"LegalReferences"
"Section 7b2"	"LegalReferences"
"Section 7b3B"	"LegalReferences"
"Section 7d3"	"LegalReferences"
"Section 7e1"	"LegalReferences"
"Section 7h10"	"LegalReferences"
"Section 8e"	"LegalReferences"
"Section 8t"	"LegalReferences"
"Section 9"	"LegalReferences"
"Section 908a1"	"LegalReferences"
"Section 920"	"LegalReferences"
"Section 9a"	"LegalReferences"
"Section 9a1"	"LegalReferences"
"Section 9b"	"LegalReferences"
"Section 9d1"	"LegalReferences"
"Sections"	"LegalReferences"
"Sections 312b"	"LegalReferences"
"Sections 4a"	"LegalReferences"
"Sections 5c1"	"LegalReferences"
"Sections 916"	"LegalReferences"
"Securities Exchange Act"	"LegalReferences"
"Securities Exchange Act of 1934 15 USC 78a et seq"	"LegalReferences"
"Securities Reform Act of 2010"	"LegalReferences"
"Service Company Act"	"LegalReferences"
"Service Company Act 12 USC 1861 et seq"	"LegalReferences"
"Settlement Procedures Act of 1974"	"LegalReferences"
"Settlement Procedures Act of 1974 12 USC 2601 et seq"	"LegalReferences"
"Short title"	"LegalReferences"
"States Housing Act of 1937"	"LegalReferences"
"Subclauses I and II"	"LegalReferences"
"Subparagraph A"	"LegalReferences"
"Subparagraphs A and B"	"LegalReferences"
"Subsection"	"LegalReferences"
"Subsection a"	"LegalReferences"
"Subsection a8"	"LegalReferences"
"Subsection b"	"LegalReferences"
"Subsection c"	"LegalReferences"
"Subsections"	"LegalReferences"
"Subsections b and c"	"LegalReferences"
"Subsections d through h"	"LegalReferences"
"Subtitle E"	"LegalReferences"
"Sunset"	"LegalReferences"
"The Alternative Mortgage Transaction Parity Act of 1982 12 USC 3801 et seq"	"LegalReferences"
"The Bank Holding Company Act of 1956 12 USC 1841 et seq"	"LegalReferences"
"The Commodity Exchange Act"	"LegalReferences"
"The Electronic Fund Transfer Act 15 USC 1693 et seq"	"LegalReferences"
"The Equal Credit Opportunity Act 15 USC 1691 et seq"	"LegalReferences"
"The Fair Credit Reporting Act 15 USC 1681 et seq"	"LegalReferences"
"The Federal Advisory Committee Act 5 USC App"	"LegalReferences"
"The Federal Deposit Insurance Act 12 USC 1811 et seq"	"LegalReferences"
"The Home Owners Loan Act 12 USC 1461 et seq"	"LegalReferences"
"The Investment Advisers Act of 1940"	"LegalReferences"
"The Investment Company Act of 1940"	"LegalReferences"
"The Securities Act of 1933 15 USC 77a et seq"	"LegalReferences"
"The Securities Exchange Act of 1934"	"LegalReferences"
"The Securities Exchange Act of 1934 15 USC 78 et seq"	"LegalReferences"
"The Securities Exchange Act of 1934 15 USC 78a et seq"	"LegalReferences"
"The Trust Indenture Act of 1939 15 USC 77aaa et seq"	"LegalReferences"
"This Act"	"LegalReferences"
"This paragraph"	"LegalReferences"
"This section"	"LegalReferences"
"This subsection"	"LegalReferences"
"This subtitle"	"LegalReferences"
"This title"	"LegalReferences"
"Title 18"	"LegalReferences"
"Title 31"	"LegalReferences"
"Title I"	"LegalReferences"
"Title XI"	"LegalReferences"
"Title XVI"	"LegalReferences"
"Trade Commission Act"	"LegalReferences"
"Trust Indenture Act of 1939"	"LegalReferences"
"Urban Development Act"	"LegalReferences"
"Urban Development Act of 1968"	"LegalReferences"
"Urban Development Act of 1968 12 USC 1701x"	"LegalReferences"
"Wall Street Transparency and Accountability Act of 2010"	"LegalReferences"
"Woods Agreements Act 22 USC 286 et seq"	"LegalReferences"
"act"	"LegalReferences"
"act (12 u.s.c. 1462)"	"LegalReferences"
"act (12 u.s.c. 1467a(a)(1)(d)(ii))"	"LegalReferences"
"act (12 u.s.c. 1467a(b)(2)"	"LegalReferences"
"act (12 u.s.c. 1467a(b))"	"LegalReferences"
"act (12 u.s.c. 1467a(c)(2))"	"LegalReferences"
"act (12 u.s.c. 1467a(o)"	"LegalReferences"
"act (12 u.s.c. 1468)"	"LegalReferences"
"acts"	"LegalReferences"
"clause I"	"LegalReferences"
"clause i"	"LegalReferences"
"clause ii"	"LegalReferences"
"clause iii"	"LegalReferences"
"clause iv"	"LegalReferences"
"clause v"	"LegalReferences"
"clause vi"	"LegalReferences"
"clause vii"	"LegalReferences"
"clause xi"	"LegalReferences"
"clauses i and ii"	"LegalReferences"
"clauses i ii and iii"	"LegalReferences"
"clauses i through iii"	"LegalReferences"
"clauses i through iv"	"LegalReferences"
"clauses i through ix"	"LegalReferences"
"clauses i through v"	"LegalReferences"
"clauses i through vi"	"LegalReferences"
"clauses i through vii"	"LegalReferences"
"clauses ii and iii"	"LegalReferences"
"clauses ii iii and iv"	"LegalReferences"
"clauses iii and iv"	"LegalReferences"
"clauses iii iv and v"	"LegalReferences"
"corporation improvement Act of 1991"	"LegalReferences"
"deposit insurance Act"	"LegalReferences"
"home owners loan act"	"LegalReferences"
"home owners' loan act"	"LegalReferences"
"investment adviser acts"	"LegalReferences"
"moratorium"	"LegalReferences"
"paragraph"	"LegalReferences"
"paragraph 1"	"LegalReferences"
"paragraph 1 or 2"	"LegalReferences"
"paragraph 1 or 3"	"LegalReferences"
"paragraph 1 or 7"	"LegalReferences"
"paragraph 10"	"LegalReferences"
"paragraph 10A"	"LegalReferences"
"paragraph 10B"	"LegalReferences"
"paragraph 11"	"LegalReferences"
"paragraph 12"	"LegalReferences"
"paragraph 12A"	"LegalReferences"
"paragraph 12B"	"LegalReferences"
"paragraph 13"	"LegalReferences"
"paragraph 13A"	"LegalReferences"
"paragraph 13B"	"LegalReferences"
"paragraph 14"	"LegalReferences"
"paragraph 15"	"LegalReferences"
"paragraph 15A"	"LegalReferences"
"paragraph 16"	"LegalReferences"
"paragraph 17"	"LegalReferences"
"paragraph 17A"	"LegalReferences"
"paragraph 18"	"LegalReferences"
"paragraph 18A"	"LegalReferences"
"paragraph 18B"	"LegalReferences"
"paragraph 1A"	"LegalReferences"
"paragraph 1B"	"LegalReferences"
"paragraph 2"	"LegalReferences"
"paragraph 22"	"LegalReferences"
"paragraph 23"	"LegalReferences"
"paragraph 28"	"LegalReferences"
"paragraph 29"	"LegalReferences"
"paragraph 2A"	"LegalReferences"
"paragraph 2B"	"LegalReferences"
"paragraph 3"	"LegalReferences"
"paragraph 3 or 5"	"LegalReferences"
"paragraph 30"	"LegalReferences"
"paragraph 31"	"LegalReferences"
"paragraph 38"	"LegalReferences"
"paragraph 39"	"LegalReferences"
"paragraph 3A"	"LegalReferences"
"paragraph 3B"	"LegalReferences"
"paragraph 4"	"LegalReferences"
"paragraph 40"	"LegalReferences"
"paragraph 41"	"LegalReferences"
"paragraph 46"	"LegalReferences"
"paragraph 4A"	"LegalReferences"
"paragraph 4B"	"LegalReferences"
"paragraph 5"	"LegalReferences"
"paragraph 5 or 6"	"LegalReferences"
"paragraph 51"	"LegalReferences"
"paragraph 53A"	"LegalReferences"
"paragraph 5A"	"LegalReferences"
"paragraph 5B"	"LegalReferences"
"paragraph 6"	"LegalReferences"
"paragraph 68"	"LegalReferences"
"paragraph 6B"	"LegalReferences"
"paragraph 7"	"LegalReferences"
"paragraph 8"	"LegalReferences"
"paragraph 8A"	"LegalReferences"
"paragraph 9"	"LegalReferences"
"paragraph 9 or 10"	"LegalReferences"
"paragraph 9 or 13"	"LegalReferences"
"paragraph 9A"	"LegalReferences"
"paragraphs"	"LegalReferences"
"paragraphs 1 and 2"	"LegalReferences"
"paragraphs 1 and 3"	"LegalReferences"
"paragraphs 1 and 4"	"LegalReferences"
"paragraphs 1 through 3"	"LegalReferences"
"paragraphs 1 through 4"	"LegalReferences"
"paragraphs 1 through 5"	"LegalReferences"
"paragraphs 1 through 6"	"LegalReferences"
"paragraphs 1 through 7"	"LegalReferences"
"paragraphs 1 through 8"	"LegalReferences"
"paragraphs 13 and 14"	"LegalReferences"
"paragraphs 2 and 3"	"LegalReferences"
"paragraphs 2 through 12"	"LegalReferences"
